LocalDateTime (MST),Air Temperature (Â°C ),Relative Humidity (%),Shortwave Solar Radiation (W/m2),Wind Speed (m/s)
10/25/19 15:15,13.54,26.35,364.6,0.755
10/25/19 15:30,13.57,26.04,326.3,0.731
10/25/19 15:45,13.54,24.87,285.2,0.46
10/25/19 16:00,13.59,25.42,246.5,1.089
10/25/19 16:15,13.6,26.61,206.6,0.748
10/25/19 16:30,13.38,25.88,167.2,0.695
10/25/19 16:45,13.02,28.82,127.7,0.665
10/25/19 17:00,12.46,32.77,87.4,0.551
10/25/19 17:15,10.94,37.43,15.77,0.127
10/25/19 17:30,9.61,43.62,8.69,0.019
10/25/19 17:45,8.84,40.63,3.303,0.301
10/25/19 18:00,8.52,42.33,0.48,0.268
10/25/19 18:15,7.062,54.51,0,0.156
10/25/19 18:30,6.073,52.71,0,0.224
10/25/19 18:45,5.605,59.91,0,0.264
10/25/19 19:00,5.268,63.01,0,0.088
10/25/19 19:15,4.431,67.23,0,0.039
10/25/19 19:30,4.218,65.28,0,0.15
10/25/19 19:45,3.581,71.81,0,0.031
10/25/19 20:00,3.711,66.57,0,0.053
10/25/19 20:15,4.14,67.57,0,0.319
10/25/19 20:30,3.605,69.76,0,0.233
10/25/19 20:45,3.12,68.16,0,0.12
10/25/19 21:00,2.95,67.61,0,0.006
10/25/19 21:15,2.489,76.18,0,0.271
10/25/19 21:30,1.853,78.34,0,0.184
10/25/19 21:45,2.053,77.27,0.001,0.148
10/25/19 22:00,1.942,78.42,0.001,0.111
10/25/19 22:15,1.912,76.39,0.001,0.315
10/25/19 22:30,1.682,75.68,0,0.426
10/25/19 22:45,1.521,78.33,0,0.209
10/25/19 23:00,1.275,78.83,0.002,0.254
10/25/19 23:15,1.191,79.49,0,0.253
10/25/19 23:30,0.976,80.8,0.001,0.889
10/25/19 23:45,0.862,78.6,0.001,0.478
10/26/19 0:00,0.886,80.7,0.001,0.541
10/26/19 0:15,0.793,77.88,0.002,0.175
10/26/19 0:30,0.31,84.8,0,0.244
10/26/19 0:45,0.446,82.8,0.003,0.32
10/26/19 1:00,0.125,84.6,0,0.405
10/26/19 1:15,-0.004,85.5,0.004,0.159
10/26/19 1:30,-0.005,83.9,0,0.39
10/26/19 1:45,0.317,80.8,0.003,0.281
10/26/19 2:00,-0.001,83.9,0,0.366
10/26/19 2:15,0.039,82.9,0.003,0.605
10/26/19 2:30,-0.119,82.9,0.003,0.359
10/26/19 2:45,-0.296,83.3,0.002,0.438
10/26/19 3:00,-0.844,87.9,0.002,0.21
10/26/19 3:15,-1.005,87.7,0,0.7
10/26/19 3:30,-0.905,87.7,0.003,0.454
10/26/19 3:45,-1.118,86.5,0.002,0.745
10/26/19 4:00,-0.901,84.1,0.003,0.919
10/26/19 4:15,-1.169,83.4,0.006,0.636
10/26/19 4:30,-1.627,86,0.003,1.079
10/26/19 4:45,-1.729,87.6,0.003,0.388
10/26/19 5:00,-1.93,85.9,0,0.324
10/26/19 5:15,-1.851,86.4,0,0.315
10/26/19 5:30,-1.856,88.3,0.002,0.343
10/26/19 5:45,-1.984,89.6,0.002,0.57
10/26/19 6:00,-1.923,89.9,0.001,0.793
10/26/19 6:15,-1.832,89.4,0.003,0.462
10/26/19 6:30,-1.544,87.8,0.031,0.547
10/26/19 6:45,-1.499,87.9,1.001,1.274
10/26/19 7:00,-1.617,87,5.712,0.867
10/26/19 7:15,-1.748,86.5,12.11,0.563
10/26/19 7:30,-1.625,87.8,17.96,0.669
10/26/19 7:45,-1.844,87.4,53.23,0.482
10/26/19 8:00,-1.126,83.5,142.3,0.563
10/26/19 8:15,-0.313,81.3,180.8,0.817
10/26/19 8:30,0.898,77.21,221.6,0.315
10/26/19 8:45,2.021,79.13,262.3,0.893
10/26/19 9:00,3.556,70.44,301.3,0.561
10/26/19 9:15,6.019,60.44,338.5,0.457
10/26/19 9:30,8.03,59.51,375.1,1.14
10/26/19 9:45,8.4,52.3,408,0.743
10/26/19 10:00,9.41,56.02,440.5,1.38
10/26/19 10:15,9.48,52.91,468.9,1.574
10/26/19 10:30,10.02,51.75,497,1.591
10/26/19 10:45,10.23,44.62,521.6,1.384
10/26/19 11:00,10.75,43.5,541.8,1.562
10/26/19 11:15,11.49,43.97,557,1.646
10/26/19 11:30,12.13,43.32,569.6,1.492
10/26/19 11:45,12.67,41.24,580,1.428
10/26/19 12:00,13.45,40.37,592,1.291
10/26/19 12:15,13.45,42.3,596.7,2.273
10/26/19 12:30,12.74,44.7,583.7,2.062
10/26/19 12:45,12.74,45.22,599,1.869
10/26/19 13:00,12.15,43.97,530.8,1.901
10/26/19 13:15,11.79,46.63,415.6,1.921
10/26/19 13:30,10.99,47.88,238.1,1.856
10/26/19 13:45,10.68,30.47,226.3,2.421
10/26/19 14:00,10.71,26.61,231.2,1.639
10/26/19 14:15,10.37,25.78,141.6,1.84
10/26/19 14:30,10.02,27.52,69.14,1.34
10/26/19 14:45,9.71,27.61,47.07,1.214
10/26/19 15:00,9.44,27.22,31.65,1.058
10/26/19 15:15,9.04,27.15,16.82,1.057
10/26/19 15:30,8.54,26.07,18.41,1.246
10/26/19 15:45,8.2,24.58,16.71,1.136
10/26/19 16:00,7.902,26.41,19.14,1.086
10/26/19 16:15,7.698,28.78,19.87,0.687
10/26/19 16:30,7.467,29.85,15.01,0.715
10/26/19 16:45,7.124,32.98,14.42,0.834
10/26/19 17:00,6.796,33.61,10.79,0.558
10/26/19 17:15,6.627,34.57,13.28,0.562
10/26/19 17:30,6.453,36.61,4.45,0.563
10/26/19 17:45,6.114,37.23,2.128,0.742
10/26/19 18:00,5.591,39.58,0.142,0.665
10/26/19 18:15,5.113,41.53,0,0.448
10/26/19 18:30,4.466,44.16,0,0.177
10/26/19 18:45,3.614,47.5,0,0.177
10/26/19 19:00,3.479,47.96,0,0.454
10/26/19 19:15,3.339,52.3,0.001,0.594
10/26/19 19:30,3.24,53.7,0,0.821
10/26/19 19:45,3.397,58,0,0.26
10/26/19 20:00,3.067,59.18,0.001,1.048
10/26/19 20:15,2.636,61.09,0,0.989
10/26/19 20:30,2.273,65.44,0,0.796
10/26/19 20:45,1.578,70.55,0.001,0.41
10/26/19 21:00,1.063,74.38,0,0.293
10/26/19 21:15,0.658,76.41,0.001,0.579
10/26/19 21:30,0.547,77.97,0.003,0.436
10/26/19 21:45,0.141,79.49,0,0.043
10/26/19 22:00,0.005,81.1,0.002,1.134
10/26/19 22:15,-0.354,83.9,0.001,0.552
10/26/19 22:30,-0.628,83,0,0.729
10/26/19 22:45,-1.047,86.4,0,0.049
10/26/19 23:00,-0.74,82.8,0,1.517
10/26/19 23:15,-0.39,82,0.001,1.208
10/26/19 23:30,-0.208,80.6,0.001,0.759
10/26/19 23:45,-0.152,79.73,0.002,0.265
10/27/19 0:00,-0.161,80.1,0.002,0.093
10/27/19 0:15,-0.071,79.02,0.002,0.514
10/27/19 0:30,-0.136,79.7,0,0.098
10/27/19 0:45,-0.069,77.04,0.002,0.264
10/27/19 1:00,-0.169,74.17,0.003,0.545
10/27/19 1:15,-0.284,73.49,0,0.134
10/27/19 1:30,-0.119,71.66,0.003,0.557
10/27/19 1:45,-0.056,69.92,0.003,1.031
10/27/19 2:00,-0.253,69.19,0,0.66
10/27/19 2:15,-0.361,66.37,0.004,0.872
10/27/19 2:30,-0.554,64.04,0.005,0.735
10/27/19 2:45,-0.622,61.91,0.001,0.409
10/27/19 3:00,-0.716,61.61,0,1.284
10/27/19 3:15,-0.861,60.86,0.001,0.985
10/27/19 3:30,-0.897,60.44,0.001,0.904
10/27/19 3:45,-1.059,59.19,0.001,0.565
10/27/19 4:00,-1.123,58.72,0.001,0.872
10/27/19 4:15,-1.176,57.99,0,1.073
10/27/19 4:30,-1.227,58.36,0,0.738
10/27/19 4:45,-1.354,62.96,0,1.066
10/27/19 5:00,-1.761,71.57,0.004,0.896
10/27/19 5:15,-2.452,80.1,0,0.675
10/27/19 5:30,-2.818,83.2,0.001,0.999
10/27/19 5:45,-3.052,86,0.001,0.906
10/27/19 6:00,-3.414,89.3,0.001,0.768
10/27/19 6:15,-3.701,90.7,0.009,1.04
10/27/19 6:30,-3.882,91.4,0.004,0.903
10/27/19 6:45,-4.07,91.5,0.181,1.028
10/27/19 7:00,-4.214,91.6,1.616,1.111
10/27/19 7:15,-4.306,91.1,4.981,0.887
10/27/19 7:30,-4.477,89.8,13.5,1.383
10/27/19 7:45,-4.497,87.8,29.18,0.949
10/27/19 8:00,-4.427,85.4,50.78,1.118
10/27/19 8:15,-4.333,82.5,73.53,0.769
10/27/19 8:30,-4.214,78.86,73.17,0.605
10/27/19 8:45,-4.121,73.52,71.66,0.938
10/27/19 9:00,-4.167,75.8,80.9,1.224
10/27/19 9:15,-4.38,77.28,117.6,1.063
10/27/19 9:30,-4.044,74.23,210.7,0.956
10/27/19 9:45,-3.265,66.8,393.7,1.008
10/27/19 10:00,-2.556,62.89,502.3,1.642
10/27/19 10:15,-2.65,61.98,345.7,1.518
10/27/19 10:30,-2.737,61.61,351.5,1.384
10/27/19 10:45,-2.295,60.23,398.4,1.491
10/27/19 11:00,-2.025,61.64,358.7,0.956
10/27/19 11:15,-1.699,57.99,500.1,1.069
10/27/19 11:30,-1.131,59.5,499.2,0.975
10/27/19 11:45,-1.1,57.33,515.1,1.415
10/27/19 12:00,-0.696,58.95,463.9,1.101
10/27/19 12:15,-0.385,54.18,388.6,1.213
10/27/19 12:30,-0.224,54.43,354.1,1.49
10/27/19 12:45,0.045,53.19,374,1.363
10/27/19 13:00,0.114,52.43,464.6,1.66
10/27/19 13:15,0.073,52.84,349.6,1.478
10/27/19 13:30,0.267,52.3,377.9,1.232
10/27/19 13:45,0.267,54.7,446.7,1.565
10/27/19 14:00,0.425,50.14,406.6,1.756
10/27/19 14:15,0.498,50.32,327.5,1.097
10/27/19 14:30,0.689,49.02,311.8,0.92
10/27/19 14:45,0.825,48.49,269.8,0.973
10/27/19 15:00,1.001,48.63,258,1.306
10/27/19 15:15,1.042,46.62,206.2,1.132
10/27/19 15:30,1.246,46.3,228.3,1.059
10/27/19 15:45,1.49,45.65,224,0.763
10/27/19 16:00,1.407,44.22,235,1.264
10/27/19 16:15,1.578,40.7,214.6,1.028
10/27/19 16:30,1.613,40.33,161.3,0.684
10/27/19 16:45,1.305,40.82,69.69,0.733
10/27/19 17:00,1.011,37.71,67.9,0.797
10/27/19 17:15,0.599,35.8,20.21,1.101
10/27/19 17:30,0.016,39.32,8.99,0.683
10/27/19 17:45,-0.514,36.74,1.939,0.839
10/27/19 18:00,-0.741,35.13,0.106,1.021
10/27/19 18:15,-0.838,33.51,0.001,1.232
10/27/19 18:30,-1.002,35.65,0,1.246
10/27/19 18:45,-1.362,34.81,0,1.339
10/27/19 19:00,-1.741,36.72,0.001,1.339
10/27/19 19:15,-2.148,36.98,0.001,1.132
10/27/19 19:30,-2.622,39.17,0.001,0.85
10/27/19 19:45,-3.031,40.55,0,0.631
10/27/19 20:00,-3.247,41.43,0.002,0.705
10/27/19 20:15,-3.626,47.56,0.004,1.017
10/27/19 20:30,-4.202,48.03,0.002,0.308
10/27/19 20:45,-4.251,48.89,0.003,0.407
10/27/19 21:00,-4.799,51.52,0.001,0.667
10/27/19 21:15,-4.999,51.08,0.003,0.142
10/27/19 21:30,-5.248,55.27,0.004,0.166
10/27/19 21:45,-5.362,51.89,0.004,0.237
10/27/19 22:00,-5.554,56.73,0.003,0.069
10/27/19 22:15,-5.875,55.98,0.002,0.302
10/27/19 22:30,-6.12,55.46,0.006,0.229
10/27/19 22:45,-6.124,53.19,0.005,0.612
10/27/19 23:00,-6.13,52.15,0.012,0.522
10/27/19 23:15,-6.724,61.95,0.005,0.204
10/27/19 23:30,-7.098,66.04,0.009,0.266
10/27/19 23:45,-7.236,62.24,0.005,0.031
10/28/19 0:00,-7.252,57.88,0.009,0.22
10/28/19 0:15,-7.289,69.9,0.013,0.388
10/28/19 0:30,-7.897,69.3,0.004,0.309
10/28/19 0:45,-7.82,71.63,0.01,0.605
10/28/19 1:00,-7.969,71.39,0.011,0.923
10/28/19 1:15,-8.3,72.8,0.009,1.027
10/28/19 1:30,-8.41,72.49,0.005,1.208
10/28/19 1:45,-8.5,73.56,0.013,1.264
10/28/19 2:00,-8.68,73.06,0.003,0.843
10/28/19 2:15,-8.88,72.9,0.008,0.155
10/28/19 2:30,-9.04,72.22,0.013,0.392
10/28/19 2:45,-9.24,77.48,0.007,0.061
10/28/19 3:00,-9.43,79.88,0.011,0.324
10/28/19 3:15,-9.54,82.4,0.015,0
10/28/19 3:30,-9.66,82.9,0.019,0.325
10/28/19 3:45,-9.64,83.7,0.01,0.24
10/28/19 4:00,-9.73,79.42,0.011,0.69
10/28/19 4:15,-9.47,73.76,0.011,0.472
10/28/19 4:30,-9.41,70.87,0.017,0.77
10/28/19 4:45,-9.41,71.47,0.015,0.357
10/28/19 5:00,-9.78,79.69,0.016,0.515
10/28/19 5:15,-9.92,82,0.012,0.217
10/28/19 5:30,-9.97,82.5,0.019,0.207
10/28/19 5:45,-9.89,82.3,0.019,0.14
10/28/19 6:00,-10.26,85.7,0.015,0.096
10/28/19 6:15,-10.27,85.7,0.017,0.08
10/28/19 6:30,-10.14,80.1,0.031,0.101
10/28/19 6:45,-10.19,83.4,0.349,0.113
10/28/19 7:00,-10.31,85.9,4.001,0.367
10/28/19 7:15,-10.4,87.6,12.29,0.048
10/28/19 7:30,-10.12,87.9,32.56,0.057
10/28/19 7:45,-9.46,84.9,78.59,0.002
10/28/19 8:00,-8.59,77.97,95.7,0.424
10/28/19 8:15,-8.29,76.35,119.6,0.21
10/28/19 8:30,-7.085,65.17,267.4,0.949
10/28/19 8:45,-5.792,61.44,336.2,0.764
10/28/19 9:00,-4.811,50.9,368.2,0.575
10/28/19 9:15,-4.411,50.77,249.8,1.269
10/28/19 9:30,-4.152,58.72,401.7,1.233
10/28/19 9:45,-4.301,61.38,385.6,1.321
10/28/19 10:00,-4.21,59.92,378.8,1.125
10/28/19 10:15,-3.672,56.74,375.9,1.088
10/28/19 10:30,-3.425,55.56,291.1,1.117
10/28/19 10:45,-3.338,53.81,246.9,0.873
10/28/19 11:00,-3.187,51.64,221.6,0.58
10/28/19 11:15,-2.734,49.7,307,0.721
10/28/19 11:30,-2.215,46.97,398.5,0.732
10/28/19 11:45,-1.593,46.88,403.9,0.724
10/28/19 12:00,-1.505,45.08,359.6,0.89
10/28/19 12:15,-1.183,44.43,290.3,1.139
10/28/19 12:30,-0.85,43.56,241.8,1.607
10/28/19 12:45,-0.797,43.41,207.9,1.651
10/28/19 13:00,-0.602,41.4,193.5,1.797
10/28/19 13:15,-0.493,40.2,176,2.075
10/28/19 13:30,-0.223,42.68,156.2,2.616
10/28/19 13:45,-0.125,38.77,196.5,3.01
10/28/19 14:00,-0.087,38.69,238.7,3.217
10/28/19 14:15,0.257,38.51,271.9,3.675
10/28/19 14:30,0.158,38.67,215.7,3.596
10/28/19 14:45,0.246,37.45,146.6,2.946
10/28/19 15:00,0.185,37.63,123.9,3.043
10/28/19 15:15,0.156,35.57,118.5,3.398
10/28/19 15:30,0.24,33.93,92.8,2.886
10/28/19 15:45,0.308,33.82,98.6,3.127
10/28/19 16:00,0.356,35.61,82.4,2.631
10/28/19 16:15,0.309,35.52,59.98,2.875
10/28/19 16:30,0.267,36.17,43.64,2.952
10/28/19 16:45,0.193,37.42,31.88,2.01
10/28/19 17:00,0.118,39.06,18,1.682
10/28/19 17:15,-0.011,41.12,7.948,1.173
10/28/19 17:30,-0.071,39.45,2.133,0.544
10/28/19 17:45,-0.107,41.79,0.321,0.894
10/28/19 18:00,-0.104,43.9,0.008,1.194
10/28/19 18:15,-0.173,51.44,0,0.751
10/28/19 18:30,-0.376,46.17,0.002,0.8
10/28/19 18:45,-0.548,48.52,0.004,0.756
10/28/19 19:00,-0.761,52.09,0,0.536
10/28/19 19:15,-0.904,51.44,0.001,0.33
10/28/19 19:30,-0.963,52.84,0,0.367
10/28/19 19:45,-1.06,53.37,0.001,0.247
10/28/19 20:00,-1.137,54.1,0,0.457
10/28/19 20:15,-1.178,55.71,0,0.202
10/28/19 20:30,-1.13,55.38,0,0.31
10/28/19 20:45,-1.14,53.81,0.002,0.27
10/28/19 21:00,-1.095,54.31,0,0.673
10/28/19 21:15,-1.052,55.59,0.002,1.228
10/28/19 21:30,-1.229,61.14,0.001,2.017
10/28/19 21:45,-1.655,69.69,0.001,2.584
10/28/19 22:00,-2.314,78.16,0.003,2.357
10/28/19 22:15,-2.571,80.3,0.002,2.377
10/28/19 22:30,-2.727,84.8,0.001,2.396
10/28/19 22:45,-2.96,88.3,0.004,1.956
10/28/19 23:00,-3.084,90,0,1.59
10/28/19 23:15,-3.085,90.6,0.001,1.761
10/28/19 23:30,-2.845,89.1,0.001,1.906
10/28/19 23:45,-2.512,87.7,0.001,1.438
10/29/19 0:00,-2.479,88.4,0,1.071
10/29/19 0:15,-2.4,87.3,0,0.418
10/29/19 0:30,-2.364,88.4,0.001,0.088
10/29/19 0:45,-2.49,89.7,0.01,0.011
10/29/19 1:00,-2.534,89.7,0.003,0.872
10/29/19 1:15,-2.504,90.6,0.004,1.911
10/29/19 1:30,-2.594,91.4,0.002,1.085
10/29/19 1:45,-2.898,91.9,0.002,1.101
10/29/19 2:00,-3.273,92.6,0.001,0.749
10/29/19 2:15,-3.489,93.3,0.001,0.434
10/29/19 2:30,-3.358,93.3,0.003,0.633
10/29/19 2:45,-3.264,93.5,0.004,0.371
10/29/19 3:00,-3.088,93.6,0,0.263
10/29/19 3:15,-2.948,93.7,0,0.302
10/29/19 3:30,-2.855,93.2,0,0.166
10/29/19 3:45,-2.803,92.4,0.002,0.566
10/29/19 4:00,-3.048,92.7,0.002,0.934
10/29/19 4:15,-3.376,93.4,0,0.809
10/29/19 4:30,-3.628,93.2,0.001,1.346
10/29/19 4:45,-3.867,93.2,0.001,1.049
10/29/19 5:00,-3.799,92.2,0.001,0.785
10/29/19 5:15,-3.679,90.9,0.003,0.779
10/29/19 5:30,-3.606,87.8,0.001,0.546
10/29/19 5:45,-3.757,83.6,0.003,1.51
10/29/19 6:00,-5.764,80.6,0.002,1.925
10/29/19 6:15,-7.061,79.86,0.007,1.363
10/29/19 6:30,-7.463,77.25,0.008,1.463
10/29/19 6:45,-8.11,81,0.154,1.31
10/29/19 7:00,-8.52,82.9,2.188,1.483
10/29/19 7:15,-8.81,85.6,9.81,1.318
10/29/19 7:30,-9.06,86.4,18.37,1.08
10/29/19 7:45,-9.42,86.4,29.8,1.257
10/29/19 8:00,-9.6,87.2,44.01,0.966
10/29/19 8:15,-9.47,87.8,61.69,1.379
10/29/19 8:30,-9.51,87.2,89.2,1.785
10/29/19 8:45,-9.57,86,128.7,1.289
10/29/19 9:00,-9.63,84.8,147.3,1.347
10/29/19 9:15,-9.71,85.6,115,0.965
10/29/19 9:30,-9.82,85.8,144.2,1.285
10/29/19 9:45,-9.62,83.7,234.9,1.026
10/29/19 10:00,-9.18,82.4,248,0.946
10/29/19 10:15,-9.07,81.7,242.1,1.119
10/29/19 10:30,-8.75,80.7,290.2,1.016
10/29/19 10:45,-8.56,78.85,332.9,1.857
10/29/19 11:00,-8.09,75.19,369.1,1.72
10/29/19 11:15,-7.635,67.19,390.8,2.302
10/29/19 11:30,-7.103,64.4,369.8,1.889
10/29/19 11:45,-6.664,60.75,366.2,1.253
10/29/19 12:00,-6.357,61.4,402.5,1.292
10/29/19 12:15,-6.225,51.6,415.6,1.187
10/29/19 12:30,-6.039,51.65,409.3,1.702
10/29/19 12:45,-6.07,56.97,439.1,1.678
10/29/19 13:00,-6.218,58.17,464.7,1.667
10/29/19 13:15,-5.819,56.06,475,1.265
10/29/19 13:30,-5.911,57.31,417.4,1.851
10/29/19 13:45,-5.708,55.07,431.6,1.697
10/29/19 14:00,-5.513,50.77,466.7,1.859
10/29/19 14:15,-5.624,49.9,303.4,0.737
10/29/19 14:30,-5.491,53.08,295.6,0.685
10/29/19 14:45,-5.462,51.62,304.4,0.909
10/29/19 15:00,-5.291,50.92,334.2,0.684
10/29/19 15:15,-5.286,51.46,342.8,1.102
10/29/19 15:30,-5.334,50.17,291.5,1.107
10/29/19 15:45,-5.254,51.65,289.5,1.056
10/29/19 16:00,-5.369,48,208.1,0.611
10/29/19 16:15,-5.364,52.72,209,1.626
10/29/19 16:30,-5.566,48.23,139.7,0.842
10/29/19 16:45,-5.691,50.58,81.4,1.607
10/29/19 17:00,-6.07,51.82,43.09,0.678
10/29/19 17:15,-6.379,48.78,20.23,0.779
10/29/19 17:30,-6.725,45.5,8.17,1.23
10/29/19 17:45,-7.008,51.39,1.76,1.168
10/29/19 18:00,-7.206,50.48,0.088,0.708
10/29/19 18:15,-7.385,55.7,0.008,0.386
10/29/19 18:30,-8.04,61.71,0.003,1.029
10/29/19 18:45,-8.55,61.07,0.007,0.997
10/29/19 19:00,-8.94,63.41,0.006,0.594
10/29/19 19:15,-9.21,60.54,0.006,1.229
10/29/19 19:30,-8.83,59.44,0.005,0.859
10/29/19 19:45,-9.01,59.27,0.006,0.223
10/29/19 20:00,-9.4,60.29,0.006,0.943
10/29/19 20:15,-9.66,60,0.008,1.123
10/29/19 20:30,-9.94,61.79,0.01,1.299
10/29/19 20:45,-10.87,65.79,0.013,0.524
10/29/19 21:00,-11.12,68.91,0.008,0.316
10/29/19 21:15,-11.18,74.02,0.006,0.122
10/29/19 21:30,-11.16,70.51,0.013,0.031
10/29/19 21:45,-11.19,66.23,0.011,0.348
10/29/19 22:00,-10.77,63.41,0.014,0.922
10/29/19 22:15,-10.99,65.27,0.016,0.734
10/29/19 22:30,-11.27,65.66,0.01,0.808
10/29/19 22:45,-11.5,67.5,0.011,0.48
10/29/19 23:00,-11.78,71.42,0.017,0.199
10/29/19 23:15,-11.84,69.31,0.019,0.001
10/29/19 23:30,-11.85,69.44,0.011,0.304
10/29/19 23:45,-11.97,69.31,0.015,0.449
